Component_Name,Category,Price_INR,Efficiency,Reliability,Compatibility,Role
Nest Heat Pump Controller,HVAC,11404,8.52,9.95,"Zigbee, Z-Wave",Air quality management
Sense Energy Display,Energy Management,6409,9.19,8.08,"Thread, Matter",Energy optimization
Abode Doorbell Camera,Security,3775,6.67,6.17,"Zigbee, Z-Wave",Safety monitoring
Bosch Radiant Floor Controller,HVAC,9410,8.1,8.58,"Zigbee, Z-Wave",Ventilation management
Nest Radiant Floor Controller,HVAC,9949,8.46,8.87,"Google Home, Alexa, Matter",Air quality management
ADT Smart Safe,Security,3572,6.74,5.97,"HomeKit, Google Home, Matter",Safety monitoring
Daikin Ventilation Controller,HVAC,10605,8.91,8.92,"Zigbee, Matter",Air quality management
Ring Smart Safe,Security,8135,7.64,7.76,"Google Home, Alexa, Matter",Intrusion detection
Kwikset Smart Safe,Security,13685,10.0,8.84,"Google Home, Alexa, Matter",Asset protection
Honeywell Radiant Floor Controller,HVAC,5783,7.63,7.02,"Z-Wave, Alexa",Climate control
LG Ventilation Controller,HVAC,13692,9.85,10.0,"Wi-Fi, Google Home, Alexa",Zoned climate control
Schlage CO Detector,Security,8589,9.08,6.88,"Thread, Matter",Remote surveillance
Tado AC Controller,HVAC,4932,7.44,6.21,"Z-Wave, Alexa",Ventilation management
Lennox Ventilation Controller,HVAC,8637,7.25,8.07,"Thread, Matter",Zoned climate control
Leviton Solar Controller,Energy Management,10611,10.0,10.0,"Wi-Fi, Google Home, Alexa",Energy optimization
Daikin Heat Pump Controller,HVAC,12797,9.39,9.57,"Wi-Fi, Google Home, Alexa",Zoned climate control
Ring Smoke Detector,Security,3678,6.85,6.48,"HomeKit, Google Home, Matter",Remote surveillance
Daikin Ceiling Fan,HVAC,7258,7.67,7.58,"Zigbee, Matter",Zoned climate control
Ring Flood Sensor,Security,9314,8.48,7.98,"HomeKit, Google Home, Matter",Access control
Honeywell Heater,HVAC,11475,9.03,9.52,"Google Home, Alexa, Matter",Air quality management
Abode CO Detector,Security,8268,8.29,7.35,"Thread, Matter",Intrusion detection
Cielo Ceiling Fan,HVAC,7366,7.8,7.55,"Google Home, Alexa, Matter",Humidity control
Schlage Security Camera,Security,14467,9.47,9.58,"HomeKit, Google Home, Matter",Safety monitoring
Blink CO Detector,Security,8976,8.91,7.51,"Wi-Fi, HomeKit",Intrusion detection
Meross LED Strip,Lighting,4467,9.06,8.43,"Wi-Fi, Bluetooth",Lighting control
Cielo Smart Thermostat,HVAC,10277,8.85,8.92,"Zigbee, Z-Wave",Zoned climate control
Abode CO Detector,Security,5619,7.62,6.44,"HomeKit, Alexa",Remote surveillance
Carrier Ventilation Controller,HVAC,7009,7.06,7.64,"Google Home, Alexa, Matter",Ventilation management
Fujitsu Smart Thermostat,HVAC,5638,6.59,7.03,"Thread, Matter",Allergen reduction
Kasa Pendant Light,Lighting,3460,7.57,7.11,"Zigbee, Matter",Energy-efficient lighting
Tuya Track Light,Lighting,4747,8.34,8.64,"Zigbee, Matter",Security lighting
Kasa Floor Lamp,Lighting,2261,7.28,6.57,"Zigbee, Z-Wave",Ambiance management
Tado AC Controller,HVAC,5176,6.07,6.29,"Google Home, Alexa, Matter",Energy-efficient heating
Logitech CO Detector,Security,2628,5.85,5.41,"HomeKit, Alexa",Emergency detection
Blink Glass Break Detector,Security,6369,6.85,7.22,"Wi-Fi, Google Home, Alexa",Emergency detection
August Motion Sensor,Security,6324,7.29,7.04,"Wi-Fi, HomeKit",Safety monitoring
Juicebox Load Controller,Energy Management,5499,8.61,7.93,"HomeKit, Alexa",Demand response
Sense Grid Tie Inverter,Energy Management,2416,7.63,6.07,"Wi-Fi, Google Home, Alexa",Energy optimization
Nanoleaf Desk Lamp,Lighting,2572,7.05,6.42,"Wi-Fi, HomeKit",Security lighting
Nest Flood Sensor,Security,7554,7.14,8.12,"HomeKit, Alexa",Asset protection
Reolink Security Camera,Security,14577,9.56,9.65,"Google Home, Alexa, Matter",Perimeter monitoring
Blink Alarm System,Security,4449,7.4,6.08,"Zigbee, Z-Wave",Access control
Schlage Alarm System,Security,10047,8.54,8.19,"Thread, Matter",Intrusion detection
Reolink Alarm System,Security,5929,6.89,6.66,"Wi-Fi, Google Home, Alexa",Remote surveillance
Kangaroo Security Camera,Security,15917,10.0,9.49,"Wi-Fi, HomeKit",Intrusion detection
Fujitsu Heater,HVAC,2614,5.75,5.65,"Wi-Fi, Google Home, Alexa",Ventilation management
Cree Ceiling Light,Lighting,5370,8.03,9.08,"HomeKit, Alexa",Automated lighting
Carrier Radiant Floor Controller,HVAC,6607,7.54,7.2,"Google Home, Alexa, Matter",Ventilation management
Blink Facial Recognition Camera,Security,4039,6.97,6.31,"Zigbee, Matter",Remote surveillance
Nanoleaf Smart Bulb,Lighting,1078,6.12,5.91,"Wi-Fi, Bluetooth",Automated lighting
Emporia Grid Tie Inverter,Energy Management,5476,9.19,6.93,"HomeKit, Alexa",Load balancing
Meross LED Strip,Lighting,2180,6.58,6.76,"HomeKit, Google Home, Matter",Lighting control
SimpliSafe Perimeter Sensor,Security,7734,7.53,6.85,"Google Home, Alexa, Matter",Perimeter monitoring
Kasa Under Cabinet Light,Lighting,1183,6.74,6.04,"Google Home, Alexa, Matter",Circadian rhythm lighting
Dyson Air Quality Monitor,HVAC,9676,7.5,8.87,"HomeKit, Google Home, Matter",Air quality management
Cree Pendant Light,Lighting,3549,7.62,7.83,"Zigbee, Matter",Task lighting
Curb Solar Controller,Energy Management,2005,7.22,5.67,"Thread, Matter",Consumption tracking
Rheem Air Purifier,HVAC,9214,7.79,8.81,"Google Home, Alexa, Matter",Ventilation management
LG AC Controller,HVAC,5708,6.66,6.67,"Z-Wave, Alexa",Allergen reduction
Kasa Smart Meter,Energy Management,5286,9.55,7.71,"Zigbee, Matter",Peak shaving
Philips Hue Smart Bulb,Lighting,6238,9.71,9.66,"Google Home, Alexa, Matter",Energy-efficient lighting
Meross Color Light,Lighting,1776,6.92,5.8,"Google Home, Alexa, Matter",Task lighting
Lennox Heat Pump Controller,HVAC,9579,7.78,8.63,"Wi-Fi, Bluetooth",Humidity control
Fujitsu Ceiling Fan,HVAC,4800,7.28,7.55,"Zigbee, Z-Wave",Ventilation management
Kasa Pathway Light,Lighting,4675,8.59,8.62,"HomeKit, Google Home, Matter",Decorative lighting
Sylvania Under Cabinet Light,Lighting,4999,8.72,8.8,"HomeKit, Google Home, Matter",Circadian rhythm lighting
Carrier Heat Pump Controller,HVAC,3166,5.74,6.25,"HomeKit, Alexa",Ventilation management
Yeelight Ceiling Light,Lighting,4289,8.13,8.35,"Wi-Fi, Bluetooth",Ambiance management
Cielo AC Controller,HVAC,8260,7.95,7.67,"Zigbee, Z-Wave",Humidity control
Philips Hue Track Light,Lighting,4002,8.33,8.7,"Google Home, Alexa, Matter",Energy-efficient lighting
Philips Hue Desk Lamp,Lighting,2123,6.61,7.58,"HomeKit, Google Home, Matter",Automated lighting
ADT Glass Break Detector,Security,6287,6.6,6.69,"Thread, Matter",Remote surveillance
Nest Perimeter Sensor,Security,6533,6.66,7.33,"Wi-Fi, HomeKit",Emergency detection
Kasa Wall Sconce,Lighting,1168,6.22,5.92,"Z-Wave, Alexa",Ambiance management
Govee Color Light,Lighting,4186,9.03,8.11,"Wi-Fi, Google Home, Alexa",Decorative lighting
Sylvania Garden Light,Lighting,1792,7.4,6.28,"Wi-Fi, HomeKit",Decorative lighting
Nest Garage Door Controller,Security,4934,7.35,6.69,"Wi-Fi, HomeKit",Safety monitoring
Cielo Ceiling Fan,HVAC,9256,7.85,8.14,"Zigbee, Matter",Ventilation management
Eufy Alarm System,Security,15164,10.0,9.38,"Z-Wave, Alexa",Door security
Carrier Temperature Sensor,HVAC,6008,6.64,7.33,"Wi-Fi, Bluetooth",Allergen reduction
LIFX Color Light,Lighting,1174,6.74,5.87,"Thread, Matter",Automated lighting
Logitech Glass Break Detector,Security,6690,7.14,7.05,"HomeKit, Alexa",Door security
Kwikset Doorbell Camera,Security,11041,8.4,8.1,"HomeKit, Google Home, Matter",Safety monitoring
Meross Garden Light,Lighting,939,5.48,5.94,"Zigbee, Z-Wave",Energy-efficient lighting
Meross Ceiling Light,Lighting,3416,7.87,7.8,"Wi-Fi, Bluetooth",Ambiance management
Nest Perimeter Sensor,Security,3380,6.46,6.56,"HomeKit, Alexa",Door security
Dyson Temperature Sensor,HVAC,6364,7.52,7.4,"Thread, Matter",Allergen reduction
LG Heat Pump Controller,HVAC,11058,8.61,8.96,"Z-Wave, Alexa",Allergen reduction
Feit Electric Outdoor Light,Lighting,1251,6.08,5.95,"Google Home, Alexa, Matter",Energy-efficient lighting
Tuya Pathway Light,Lighting,4274,8.53,8.57,"Z-Wave, Alexa",Circadian rhythm lighting
Eufy CO Detector,Security,8547,7.81,7.15,"Zigbee, Z-Wave",Emergency detection
Eufy Facial Recognition Camera,Security,6511,7.79,6.77,"Z-Wave, Alexa",Perimeter monitoring
Abode Facial Recognition Camera,Security,14311,10.0,9.1,"Google Home, Alexa, Matter",Emergency detection
Bosch Ventilation Controller,HVAC,6802,6.86,7.43,"Wi-Fi, Google Home, Alexa",Air quality management
Daikin Heater,HVAC,8241,6.99,7.96,"Wi-Fi, HomeKit",Zoned climate control
Bosch Ventilation Controller,HVAC,8755,8.61,8.35,"Z-Wave, Alexa",Humidity control
August Flood Sensor,Security,2507,6.21,6.06,"Wi-Fi, Bluetooth",Access control
Sengled Track Light,Lighting,5564,9.91,8.98,"Wi-Fi, HomeKit",Lighting control
LIFX Mood Light,Lighting,5298,9.63,9.33,"HomeKit, Google Home, Matter",Automated lighting
Kasa Smart Bulb,Lighting,3649,7.56,8.13,"Z-Wave, Alexa",Task lighting
Nest AC Controller,HVAC,4926,7.0,7.47,"Wi-Fi, HomeKit",Zoned climate control
TP-Link Color Light,Lighting,5455,9.44,9.84,"Wi-Fi, Google Home, Alexa",Task lighting
Wemo Smart Meter,Energy Management,6378,9.73,8.24,"Z-Wave, Alexa",Peak shaving
Enphase EV Charger,Energy Management,2288,7.43,5.76,"Wi-Fi, Google Home, Alexa",Energy monitoring
SimpliSafe Smart Lock,Security,7257,8.07,7.41,"HomeKit, Google Home, Matter",Access control
Arlo Flood Sensor,Security,4461,6.7,6.64,"Wi-Fi, HomeKit",Perimeter monitoring
Emerson Ceiling Fan,HVAC,6396,6.43,7.41,"Z-Wave, Alexa",Humidity control
Juicebox Load Controller,Energy Management,9131,10.0,10.0,"Wi-Fi, Bluetooth",Power management
Rheem HVAC Zoning System,HVAC,10071,7.98,8.69,"Wi-Fi, HomeKit",Ventilation management
Kasa Ceiling Light,Lighting,2164,6.87,6.8,"Wi-Fi, Bluetooth",Security lighting
Rheem Humidifier,HVAC,5676,5.66,7.15,"Thread, Matter",Zoned climate control
LG Heater,HVAC,4962,7.24,7.1,"Wi-Fi, HomeKit",Ventilation management
Logitech Garage Door Controller,Security,6174,8.02,6.99,"Z-Wave, Alexa",Safety monitoring
Abode Perimeter Sensor,Security,7612,8.08,7.31,"Thread, Matter",Emergency detection
Ring Glass Break Detector,Security,9291,8.37,8.1,"Z-Wave, Alexa",Door security
Ecobee AC Controller,HVAC,11004,8.28,9.35,"HomeKit, Google Home, Matter",Energy-efficient heating
Abode Perimeter Sensor,Security,8439,7.77,6.84,"HomeKit, Google Home, Matter",Intrusion detection
August Motion Sensor,Security,6924,8.38,7.71,"Z-Wave, Alexa",Access control
ADT Perimeter Sensor,Security,6433,7.01,6.42,"Z-Wave, Alexa",Perimeter monitoring
Honeywell Ceiling Fan,HVAC,3361,6.18,6.19,"Wi-Fi, HomeKit",Zoned climate control
Wyze Mood Light,Lighting,3166,7.03,7.38,"HomeKit, Google Home, Matter",Circadian rhythm lighting
Emporia EV Charger,Energy Management,3193,7.22,6.55,"Thread, Matter",Energy monitoring
Wyze Facial Recognition Camera,Security,4352,6.71,6.1,"Thread, Matter",Asset protection
Sylvania Garden Light,Lighting,1289,5.78,5.77,"Wi-Fi, Bluetooth",Lighting control
Lennox Smart Thermostat,HVAC,9786,7.54,8.7,"HomeKit, Alexa",Temperature regulation
Daikin Heater,HVAC,4912,6.64,6.88,"HomeKit, Google Home, Matter",Air quality management
Rheem Dehumidifier,HVAC,5258,7.5,6.58,"Google Home, Alexa, Matter",Climate control
August Glass Break Detector,Security,7537,8.33,7.74,"Zigbee, Matter",Intrusion detection
Bosch Ventilation Controller,HVAC,3679,6.88,5.94,"HomeKit, Google Home, Matter",Energy-efficient heating
Dyson Heat Pump Controller,HVAC,10368,8.27,9.77,"HomeKit, Google Home, Matter",Air quality management
Schlage CO Detector,Security,2062,6.19,5.0,"Google Home, Alexa, Matter",Safety monitoring
Logitech Glass Break Detector,Security,7324,7.86,6.47,"HomeKit, Alexa",Perimeter monitoring
Blink Alarm System,Security,7394,7.68,7.06,"Zigbee, Z-Wave",Safety monitoring
Lennox Smart Thermostat,HVAC,5278,7.04,6.51,"Thread, Matter",Air quality management
Rheem Heat Pump Controller,HVAC,14173,9.26,10.0,"Google Home, Alexa, Matter",Air quality management
Schneider Smart Switch,Energy Management,8405,10.0,8.89,"HomeKit, Google Home, Matter",Peak shaving
Sensibo Temperature Sensor,HVAC,3632,6.29,5.84,"Google Home, Alexa, Matter",Temperature regulation
Lennox Air Purifier,HVAC,4668,6.35,6.95,"Zigbee, Z-Wave",Temperature regulation
Curb Solar Controller,Energy Management,6859,9.14,8.07,"HomeKit, Google Home, Matter",Energy optimization
Schlage Flood Sensor,Security,5515,8.09,5.87,"Z-Wave, Alexa",Safety monitoring
Cielo Ventilation Controller,HVAC,11468,8.71,9.33,"Zigbee, Matter",Air quality management
Nest Dehumidifier,HVAC,6721,6.89,8.19,"Google Home, Alexa, Matter",Energy-efficient heating
Carrier Humidifier,HVAC,4591,6.63,6.72,"Zigbee, Matter",Temperature regulation
